id,code,icao,name,latitude,longitude,elevation,url,time_zone,city_code,country,city,state,county,type
9703,AIG,FEFY,Yalinga Airport,6.521706,23.2605938,2001,,Africa/Bangui,AIG,CF,Yalinga,,,AP
9704,AIH,AYAK,Aiambak Airport,-7.34368705,141.2679197273077,118,,Pacific/Port_Moresby,AIH,PG,Aiambak,,,AP
9705,AII,HDAS,Ali-Sabieh Airport,11.15,42.716667,2290,,Africa/Djibouti,AII,DJ,Ali-Sabieh,Ali Sabieh,,AP
9706,AIK,KAIK,Aiken Regional Airport,33.566666,-81.71667,580,,America/New_York,AIK,US,Aiken,South Carolina,Aiken County,AP
9707,AIL,,AiligandÃ­ Airport,9.25,-78.083336,55,,America/Panama,AIL,PA,Alligandi,Guna Yala,,AP
9708,AIM,,Ailuk Airport,10.2164987,169.9825736,45,,Pacific/Majuro,AIM,MH,Ailuk Island,,,AP
9709,AIN,PAWI,Wainwright Airport,70.63790295000001,-160.0150279490063,22,,America/Anchorage,AIN,US,Wainwright,,,AP
9710,AIO,KAIO,Atlantic Municipal Airport,41.4,-95.01667,1250,,America/Chicago,AIO,US,Atlantic,Iowa,Cass County,AP
9711,AIP,VIAX,Adampur Airport,7.266667,168.81667,"0",,Pacific/Majuro,AIP,MH,Adampur,,,AP
9712,AIR,SSOU,AripuanÃ£ Airport,-10.25,-59.38333,1095,,America/Cuiaba,AIR,BR,AripuanÃ£,,,AP
9713,AIS,NGTR,Arorae Island Airport,-2.65,176.83333,45,,Pacific/Tarawa,AIS,KI,Arorae Island,Niutao,,AP
9714,AIT,NCAI,Aitutaki Airport,-18.8364468,-159.76131004763312,78,,Pacific/Rarotonga,AIT,CK,Aitutaki,,,AP
9715,AIU,NCAT,Enua Airport,-20.033333,-158.1,"0",,Pacific/Rarotonga,AIU,CK,Atiu Island,,,AP
9716,AIV,KAIV,George Downer Airport,33.13333,-88.15,269,,America/Chicago,AIV,US,Aliceville,Alabama,Pickens County,AP
9717,AIW,FYAA,Ai-Ais Airport,-27.9948193,17.596451406338325,1998,,Africa/Windhoek,AIW,NA,Ai-Ais,,,AP
9718,AIY,,AraÃ§uaÃ­ Airport,39.3859082,-74.4254622,-3,,America/New_York,AIY,US,AraÃ§uaÃ­,,,AP
9719,AIZ,KAIZ,Lee C Fine Memorial Airport,38.0924572,-92.55351790002943,889,,America/Chicago,AIZ,US,Kaiser Lake Ozark,,,AP
9720,AJA,LFKJ,Ajaccio-NapolÃ©on Bonaparte Airport,41.91987,8.794013,42,,Europe/Paris,AJA,FR,Ajaccio/NapolÃ©on Bonaparte,Corsica,Departement de la Corse-du-Sud,AP
9721,AJF,OESK,Al-Jawf Domestic Airport,29.788668,40.101486,2208,,Asia/Riyadh,AJF,SA,Al-Jawf,Al Jawf,,AP
9722,AJI,LTCO,AÄŸrÄ± Airport,39.65,43.025,5406,,Europe/Istanbul,AJI,TR,Hamur,Agri,,AP
9723,AJJ,GQNJ,Akjoujt Airport,19.72837225,-14.378064835830175,383,,Africa/Nouakchott,AJJ,MR,Akjoujt,Inchiri,,AP
9724,AJK,OIHR,Arak Airport,34.13333,49.833332,5429,,Asia/Tehran,AJK,IR,Araak,Markazi,,AP
9725,AJL,VELP,Lengpui Airport,23.840704799999997,92.62105703739914,1397,http://www.aai.aero/allAirports/lengpui.jsp,Asia/Kolkata,AJL,IN,Aizawl,Mizoram,Aizawl,AP
9726,AJN,FMCV,Ouani Airport,-12.12890235,44.42886316841893,101,,Indian/Comoro,AJN,KM,Ouani,Anjouan,,AP
9727,AJR,ESNX,Arvidsjaur Airport,65.5920366,19.264585907892943,1227,,Europe/Stockholm,AJR,SE,Arvidsjaur,Norrbotten,Arvidsjaurs Kommun,AP
9728,AJS,,Punta Abreojos Airport,26.833332,-113.666664,226,,America/Mazatlan,AJS,MX,Abreojos,Baja California Sur,Mulege,AP
9729,AJU,SBAR,Aracaju - Santa Maria International Airport,-10.98281225,-37.07602527743482,42,https://www4.infraero.gov.br/aeroportos/aeroporto-internacional-santa-maria-aracaju/,America/Maceio,AJU,BR,Aracaju,Sergipe,Aracaju,AP
9730,AJY,DRZA,Mano Dayak International Airport,16.965223950000002,7.997894294413262,1637,,Africa/Niamey,AJY,NE,Agadez,Agadez,,AP
9731,AKA,ZLAK,Ankang Fuqiang Airport,32.7081,108.93115049592605,833,,Asia/Chongqing,AKA,CN,Ankang,Shaanxi,,AP
9732,AKB,PAAK,Atka Airport,52.222215250000005,-174.2066819239687,29,,America/Adak,AKB,US,Atka,,,AP
9733,AKC,KAKR,Akron Fulton International Airport,41.04,-81.46778,1010,,America/New_York,CAK,US,Akron,Ohio,Summit County,AP
9734,AKD,VAAK,Akola Airport,20.697417,77.06134451392703,994,,Asia/Kolkata,AKD,IN,Akola,Maharashtra,Akola,AP
9735,AKE,FOGA,Akieni Airport,-1.13967,13.9035997,1354,,Africa/Libreville,AKE,GA,Akieni,,,AP
9736,AKF,HLKF,Kufra Airport,24.17807115,23.31398075824509,1148,,Africa/Tripoli,AKF,LY,Kufra,Al Kufrah,,AP
9737,AKG,AYGU,Anguganak Airport,-3.633333,142.01666,918,,Pacific/Port_Moresby,AKG,PG,Anguganak,,,AP
9738,AKH,OEPS,Prince Sultan Air Base,24.063334,47.580555,1568,,Asia/Riyadh,AKH,SA,Ad Dilam,Ar Riyad,,AP
9739,AKI,PFAK,Akiak Airport,60.9052437,-161.2268225,62,,America/Anchorage,AKI,US,Akiak,,,AP
9740,AKJ,RJEC,Asahikawa Airport,43.6686785,142.45138689279045,646,,Asia/Tokyo,AKJ,JP,Asahikawa / HokkaidÅ,Hokkaido,Asahikawa-shi,AP
9741,AKK,PAKH,Akhiok Airport,56.944443,-154.16667,"0",,America/Anchorage,AKK,US,Akhiok,,,AP
9742,AKL,NZAA,Auckland International Airport,-37.00889695,174.7912138412501,29,http://www.auckland-airport.co.nz/,Pacific/Auckland,AKL,NZ,Auckland,Auckland,Auckland,AP
9743,AKM,,Zakuoma Airport,10.8875904,19.8153005,1354,,Africa/Ndjamena,AKM,TD,ZaKouma,,,AP
9744,AKN,PAKN,King Salmon Airport,58.6753166,-156.6493870251819,26,,America/Anchorage,AKN,US,King Salmon,,,AP
9745,AKO,KAKO,Colorado Plains Regional Airport,40.17740845,-103.22743550494955,4655,http://www.co.washington.co.us/airport.htm,America/Denver,AKO,US,Akron,Colorado,Washington County,AP
9746,AKP,PAKP,Anaktuvuk Pass Airport,68.13254385,-151.7456225471328,2335,,America/Anchorage,AKP,US,Anaktuvuk Pass,,,AP
9747,AKQ,,Gunung Batin Airport,-4.616667,105.23333,147,,Asia/Jakarta,AKQ,ID,Astraksetra-Sumatra Island,Lampung,,AP
9748,AKR,DNAK,Akure Airport,7.25,5.083333,958,http://www.faannigeria.org/nigeria-airport.php?airport=21,Africa/Lagos,AKR,NG,Akure,Ondo,,AP
9749,AKS,AGGA,Gwaunaru'u Airport,-8.7042047,160.6817763,42,,Pacific/Guadalcanal,AKS,SB,Auki,,,AP
9750,AKT,LCRA,RAF Akrotiri,34.5903698,32.9877483,29,http://www.raf.mod.uk/rafakrotiri/passengerinformation/,Asia/Nicosia,AKT,CY,Kolossi,Larnaka,,AP
9751,AKU,ZWAK,Aksu Hongqipo Airport,41.2625,80.291667,3812,,Asia/Shanghai,AKU,CN,Aksu,,,AP
9752,AKV,CYKO,Akulivik Airport,60.733334,-78.583336,839,,America/Iqaluit,AKV,CA,Akulivik,,,AP
9753,AKW,OIAG,Aghajari Airport,30.743864350000003,49.67943963760571,45,,Asia/Tehran,AKW,IR,Aghajari,Khuzestan,,AP
9754,AKX,UATT,Aktobe Airport,50.249336,57.211403,715,,Asia/Aqtobe,AKX,KZ,Aktyubinsk,Aqtoebe,,AP
9755,AKY,VYSW,Sittwe Airport,20.130278,92.88028,26,,Asia/Rangoon,AKY,MM,Sittwe,,,AP
9756,ALA,UAAA,Almaty International Airport,43.355686250000005,77.04258378940835,2240,,Asia/Almaty,ALA,KZ,Almaty,Almaty Oblysy,,AP
9757,ALB,KALB,Albany International Airport,42.7457516,-73.8092091,301,http://www.albanyairport.com/,America/New_York,ALB,US,Albany,New York,Albany County,AP
9758,ALC,LEAL,Alicante-Elche Miguel HernÃ¡ndez Airport,38.2888263,-0.5542897,72,http://www.aena.es/csee/Satellite?cid=1049437849176&pagename=subHome&Language=EN_GB&SiteName=ALC&c=Page,Europe/Madrid,ALC,ES,Alicante,,,AP
9759,ALD,SPAR,Alerta Airport,-11.683333,-69.333336,859,,America/Lima,ALD,PE,Fortaleza,,,AP
9760,ALE,,Alpine Casparis Municipal Airport,30.416668,-103.75,5055,http://www.ci.alpine.tx.us/airport.shtml,America/Chicago,ALE,US,Alpine,Texas,Brewster County,AP
9761,ALF,ENAT,Alta Airport,69.9771632,23.35951896505862,6,https://avinor.no/en/airport/alta-airport/,Europe/Oslo,ALF,NO,Alta,Finnmark Fylke,Alta,AP
9762,ALG,DAAG,Houari Boumediene Airport,36.7013497,3.21090318335027,49,,Africa/Algiers,ALG,DZ,Algiers,Alger,,AP
9763,ALH,YABA,Albany Airport,-34.9443954,117.80958889032424,183,,Australia/Perth,ALH,AU,Albany,Western Australia,Albany,AP
9764,ALI,KALI,Alice International Airport,27.75,-98.066666,193,,America/Chicago,ALI,US,Alice,Texas,Jim Wells County,AP
9765,ALJ,FAAB,Alexander Bay Airport,-28.573333,16.534444,55,,Africa/Johannesburg,ALJ,ZA,Alexander Bay,,,AP
9766,ALK,,Asela,7.966667,39.11667,7414,,Africa/Addis_Ababa,ALK,ET,Huruta,Oromiya,,AP
9767,ALL,LIMG,Riviera Villanova d'Albenga International Airport,44.05,8.216667,59,http://www.rivierairport.it/,Europe/Rome,ALL,IT,Albenga (SV),Liguria,Provincia di Savona,AP
9768,ALM,KALM,Alamogordo White Sands Regional Airport,32.845833,-105.985275,4206,,America/Denver,ALM,US,Alamogordo,New Mexico,Otero County,AP
9769,ALN,KALN,St Louis Regional Airport,38.891666,-90.04833,515,,America/Chicago,ALN,US,Alton/St Louis,Illinois,Madison County,AP
9770,ALO,KALO,Waterloo Regional Airport,42.55611,-92.39972,872,,America/Chicago,ALO,US,Waterloo,Iowa,Black Hawk County,AP
9771,ALP,OSAP,Aleppo International Airport,36.185352,37.227074,1272,http://www.aleppo-airport.com/en/,Asia/Damascus,ALP,SY,Aleppo,Aleppo,,AP
9772,ALQ,SSLT,Alegrete Novo Airport,-29.799723,-55.763332,334,,America/Sao_Paulo,ALQ,BR,Alegrete,Rio Grande do Sul,Alegrete,AP
9773,ALR,NZLX,Alexandra Aerodrome,-45.21389,169.36945,728,,Pacific/Auckland,ALR,NZ,Alexandra,,,AP
9774,ALS,KALS,San Luis Valley Regional Airport/Bergman Field,37.43667,-105.86667,7519,https://www.sanluisvalleyairport.org/,America/Denver,ALS,US,Alamosa,Colorado,Alamosa County,AP
9775,ALT,SDWQ,Alenquer Municipal Airport,-1.933333,-54.766666,3,,America/Santarem,ALT,BR,Alenquer,Para,Alenquer,AP
9776,ALU,HCMA,Caluula Airport,11.966667,50.8,22,,Africa/Mogadishu,ALU,SO,Alula,Bari,,AP
9777,ALW,KALW,Walla Walla Regional Airport,46.094085699999994,-118.29114232396819,1138,,America/Los_Angeles,ALW,US,Walla Walla,Washington,Walla Walla County,AP
9778,ALX,KALX,Thomas C Russell Field,32.91343435,-85.96246743466183,367,,America/Chicago,ALX,US,Alexander City,Alabama,Tallapoosa County,AP
9779,ALY,HEAX,El Nohza,31.192545,29.953058,32,,Africa/Cairo,ALY,EG,Alexandria,,,AP
9780,ALZ,,Alitak Seaplane Base,56.895832,-154.24583,"0",,America/Anchorage,ALZ,US,,,,AP
9781,AMA,KAMA,Rick Husband Amarillo International Airport,35.219594150000006,-101.70183038894899,3605,http://airport.amarillo.gov/,America/Chicago,AMA,US,Amarillo,,,AP
9782,AMB,FMNE,Ambilobe Airport,-13.1865961,48.9876126,68,,Indian/Antananarivo,AMB,MG,Ambilobe,Diana,,AP
9783,AMC,FTTN,Am Timan Airport,11.0350134,20.274701290842827,1456,,Africa/Ndjamena,AMC,TD,Am Timan,Salamat,,AP
9784,AMD,VAAH,Sardar Vallabh Bhai Patel International Airport,23.0855562,72.6305442,209,,Asia/Kolkata,AMD,IN,Ahmedabad,Gujarat,Ahmadabad,AP
9785,AME,,Alto Molocue Airport,-15.833333,37.583332,1784,,Africa/Maputo,AME,MZ,Alto Molocue,,,AP
9786,AMF,AYAA,Ama Airport,-4.166667,141.66667,157,,Pacific/Port_Moresby,AMF,PG,,,,AP
9787,AMG,,Amboin,-4.616667,143.7,183,,Pacific/Port_Moresby,AMG,PG,,,,AP
9788,AMH,HAAM,Arba Minch Airport,6.036111,37.576942,3914,,Africa/Addis_Ababa,AMH,ET,Arba Minch',"Southern Nations, Nationalities, and People's Region",,AP
9789,AMI,WADA,Selaparang Airport,-8.5618359,116.10222973992147,59,,Asia/Makassar,AMI,ID,Mataram-Lombok Island,West Nusa Tenggara,,AP
9790,AMJ,SNAR,Cirilo QueirÃ³z Airport,-16.183332,-40.683334,593,,America/Sao_Paulo,AMJ,BR,Almenara,Minas Gerais,Almenara,AP
9791,AMK,,Animas Air Park,37.15,-107.75,6637,http://www.websmart66.net/cgi-bin/p/w66p-airportinfo.cgi?d=greggs-flying-service,America/Denver,DRO,US,Durango,,,AP
9792,AML,,Puerto Armuelles Airport,8.266667,-82.86667,55,,America/Panama,AML,PA,Puerto Armuelles,Chiriqui,,AP
9793,AMM,OJAI,Queen Alia International Airport,31.7241013,35.995440207589255,2332,,Asia/Amman,AMM,JO,Amman,Amman,,AP
9794,AMN,KAMN,Gratiot Community Airport,43.38333,-84.65,751,http://www.ci.alma.mi.us/1/307/airport.asp,America/Detroit,AMN,US,Alma,Michigan,Gratiot County,AP
9795,AMO,FTTU,Mao Airport,14.116667,15.316667,1049,,Africa/Ndjamena,AMO,TD,Mao,Kanem,,AP
9796,AMP,FMSY,Ampanihy Airport,-24.6996994,44.7341995,725,,Indian/Antananarivo,AMP,MG,Ampanihy,Atsimo-Andrefana,,AP
9797,AMQ,WAPP,Pattimura International Airport,-3.7111152499999998,128.0878877356375,49,,Asia/Jayapura,AMQ,ID,Ambon,Maluku,,AP
9798,AMR,,Arno,7.033333,171.23334,"0",,Pacific/Majuro,AMR,MH,,,,AP
9799,AMS,EHAM,Amsterdam Airport Schiphol,52.32697895,4.741505200022974,36,http://www.schiphol.nl/,Europe/Amsterdam,AMS,NL,Amsterdam,North Holland,Gemeente Aalsmeer,AP
9800,AMT,YAMT,Amata Airport,-26.766666,132.03334,1748,,Australia/Adelaide,AMT,AU,,,,AP
9801,AMU,AYAM,Amanab Airport,-3.516667,141.15,1112,,Pacific/Port_Moresby,AMU,PG,Amanab,,,AP
9802,AMV,ULDD,Amderma Airport,69.7634173,61.56749323781253,13,,Europe/Moscow,AMV,RU,Amderma,Komi Republic,,AP
9803,AMW,KAMW,Ames Municipal Airport,41.9903107,-93.62215445364684,908,,America/Chicago,AMW,US,Ames,Iowa,Story County,AP
9804,AMX,YAMM,Ammaroo Airport,-21.7383003,135.2420044,1259,,Australia/Darwin,AMX,AU,,,,AP
9805,AMY,,Ambatomainty Airport,-17.683332,45.666668,938,,Indian/Antananarivo,AMY,MG,Mahabe,,,AP
9806,AMZ,NZAR,Ardmore Airport,-37.033333,174.96666,62,http://www.nzar.co.nz/,Pacific/Auckland,AMZ,NZ,Manurewa,Auckland,Auckland,AP
9807,ANA,HKOM,Angama Airport,33.816666,-117.933334,121,,America/Los_Angeles,ANA,US,Maasai Mara,California,Orange County,AP
9808,ANB,KANB,Anniston Regional Airport,33.59028,-85.855835,626,,America/Chicago,ANB,US,Anniston,Alabama,Calhoun County,AP
9809,ANC,PANC,Ted Stevens Anchorage International Airport,61.18103525,-149.99789189730433,62,,America/Anchorage,ANC,US,Anchorage,,,AP
9810,AND,KAND,Anderson Regional Airport,34.49361,-82.71,728,,America/New_York,AND,US,Anderson,South Carolina,Anderson County,AP
9811,ANE,LFJR,Angers-Loire Airport,47.466667,-0.55,144,,Europe/Paris,ANE,FR,Angers/MarcÃ©,,,AP
9812,ANF,SCFA,AndrÃ©s Sabella GÃ¡lvez International Airport,-23.452375699999997,-70.43973434352753,347,,America/Santiago,ANF,CL,Antofagasta,Antofagasta,Provincia de Antofagasta,AP
9813,ANG,LFBU,AngoulÃªme-Brie-Champniers Airport,45.733334,"0.216667",396,,Europe/Paris,ANG,FR,AngoulÃªme/Brie/Champniers,Poitou-Charentes,Departement de la Charente,AP
9814,ANH,,Anuha Island Resort,-8.983333,160.5,"0",,Pacific/Guadalcanal,ANH,SB,,,,AP
9815,ANI,PANI,Aniak Airport,61.5813889,-159.5427778,49,,America/Anchorage,ANI,US,Aniak,,,AP
9816,ANJ,FCBZ,Zanaga Airport,-2.8474064,13.8214267,1863,,Africa/Brazzaville,ANJ,CG,Zanaga,,,AP
9817,ANK,LTAD,Etimesgut Air Base,39.951794199999995,32.68941441008361,2627,,Europe/Istanbul,ANK,TR,Ankara,Ankara,,AP
9818,ANL,,Andulo Airport,-11.25,17.25,4675,,Africa/Luanda,ANL,AO,,Bie,,AP
9819,ANM,FMNH,Antsirabe Airport,-14.9990678,50.3182525,26,,Indian/Antananarivo,ANM,MG,Antalaha,Sava,,AP
9820,ANN,PANT,Annette Island Airport,55.0415764,-131.5646264739308,78,,America/Metlakatla,ANN,US,Annette,,,AP
9821,ANO,FQAG,Angoche Airport,-16.183674449999998,39.94441128505658,124,,Africa/Maputo,ANO,MZ,Angoche,,,AP
9822,ANP,KANP,Lee Airport,38.983334,-76.5,29,,America/New_York,ANP,US,Annapolis,Maryland,Anne Arundel County,AP
9823,ANQ,KANQ,Tri State Steuben County Airport,41.63333,"-85.0",1053,,America/Indiana/Indianapolis,ANQ,US,Angola,Indiana,Steuben County,AP
9824,ANR,EBAW,Antwerp International Airport (Deurne),51.1881429,4.463473861141249,29,http://www.antwerp-airport.be/,Europe/Brussels,ANR,BE,Antwerp,Flanders,Provincie Antwerpen,AP
9825,ANS,SPHY,Andahuaylas Airport,-13.709079,-73.35160446460571,11581,,America/Lima,ANS,PE,Andahuaylas,Apurimac,Provincia de Andahuaylas,AP
9826,ANT,,Sankt Anton am Arlberg Heliport,47.15,10.283333,5672,,Europe/Vienna,ANT,AT,Sankt Anton am Arlberg,Tyrol,Politischer Bezirk Landeck,AP
9827,ANU,TAPA,V C Bird International Airport,17.13578595,-61.79381928408262,42,,America/Antigua,ANU,AG,St. John's,Saint Peter,,AP
9828,ANV,PANV,Anvik Airport,62.6451092,-160.1932999,265,,America/Anchorage,ANV,US,Anvik,,,AP
9829,ANW,KANW,Ainsworth Regional Airport,42.55,-99.86667,2513,,America/Chicago,ANW,US,Ainsworth,Nebraska,Brown County,AP
9830,ANX,ENAN,"AndÃ¸ya Airport, Andenes",69.29132535,16.13968094661204,26,https://avinor.no/en/airport/andoya-airport/,Europe/Oslo,ANX,NO,Andenes,Nordland,Andoy,AP
9831,ANY,KANY,Anthony Municipal Airport,37.15,-98.03333,1335,,America/Chicago,ANY,US,Anthony,Kansas,Harper County,AP
9832,ANZ,,Angus Downs Airport,-25.083332,132.16667,1656,,Australia/Darwin,ANZ,AU,Angus Downs Station,,,AP
9833,AOA,,Aroa,-9.05,146.8,29,,Pacific/Port_Moresby,AOA,PG,,,,AP
9834,AOB,,Annanberg Airport,-4.916667,144.65,150,,Pacific/Port_Moresby,AOB,PG,,,,AP
9835,AOC,EDAC,Leipzigâ€“Altenburg Airport,50.98321195,12.509863258666915,662,http://www.leipzig-altenburg-airport.de/,Europe/Berlin,AOC,DE,Altenburg,Thuringia,,AP
9836,AOD,,Abou-DeÃ¯a Airport,11.4637088,19.2874812,1578,,Africa/Ndjamena,AOD,TD,Abou-DeÃ¯a,,,AP
9837,AOE,LTBY,Anadolu Airport,39.81,30.519444,2595,,Europe/Istanbul,ESK,TR,EskiÅŸehir,,,AP
9838,AOG,ZYAS,Anshan Teng'ao Airport / Anshan Air Base,41.166668,123.03333,82,,Asia/Shanghai,AOG,CN,Anshan,Liaoning,Anshan Shi,AP
9839,AOH,KAOH,Lima Allen County Airport,40.766666,-84.1,879,,America/New_York,AOH,US,Lima,Ohio,Allen County,AP
9840,AOI,LIPY,Marche Airport,43.61716225,13.364858030368092,39,http://www.aeroportomarche.com/index.php?lang=english,Europe/Rome,AOI,IT,Ancona,The Marches,Provincia di Ancona,AP
9841,AOJ,RJSA,Aomori Airport,40.7340525,140.689686,652,,Asia/Tokyo,AOJ,JP,Aomori,,,AP
9842,AOK,LGKP,Karpathos Airport,35.42109615,27.145333449162123,29,,Europe/Athens,AOK,GR,Karpathos Island,South Aegean,Nomos Dodekanisou,AP
9843,AOL,SARL,Paso De Los Libres Airport,-29.689223050000003,-57.15101498707307,219,,America/Argentina/Cordoba,AOL,AR,Paso de los Libres,Corrientes,Departamento de Paso de los Libres,AP
9844,AOM,OOAD,Adam Airport,22.489809549999997,57.391548733956796,1049,,Asia/Muscat,AOM,OM,Adam,,,AP
9845,AON,,Arona,-6.333333,"146.0",4481,,Pacific/Port_Moresby,AON,PG,,,,AP
9846,AOO,KAOO,Altoona Blair County Airport,40.29686675,-78.32117438468744,1469,,America/New_York,AOO,US,Altoona,Pennsylvania,Blair County,AP
9847,AOP,SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.7952148,-76.46820104326608,702,,America/Lima,AOP,PE,Andoas,Loreto,Datem Del Maranon,AP
9848,AOR,WMKA,Sultan Abdul Halim Airport,6.1893478,100.39721450708868,19,,Asia/Kuala_Lumpur,AOR,MY,Alor Satar,Kedah,,AP
9849,AOS,AK81,Amook Bay Seaplane Base,57.4705133,-153.8166725,9,,America/Anchorage,AOS,US,,,,AP
9850,AOT,LIMW,Aosta Corrado Gex Airport,45.738779,7.368228953356795,1774,http://www.avda-aosta.it/,Europe/Rome,AOT,IT,Aosta,Aosta Valley,Valle d'Aosta,AP
9851,AOU,VLAP,Attopeu Airport,14.8,106.833336,288,,Asia/Vientiane,AOU,LA,Attopeu,Attapu,,AP
9852,APA,KAPA,Centennial Airport,39.733334,-104.98333,5285,,America/Denver,DEN,US,Denver,,,AP
9853,APB,SLAP,Apolo Airport,-14.716667,-68.51667,5282,,America/La_Paz,APB,BO,Apolo,La Paz,,AP
9854,APC,KAPC,Napa County Airport,38.216488,-122.27657132954653,32,http://www.napacountyairport.org/,America/Los_Angeles,APC,US,Napa,California,Napa County,AP
9855,APE,SPAO,San Juan Aposento,-11.933333,-69.083336,866,,America/Lima,APE,PE,San Juan Aposento,,,AP
9856,APF,KAPF,Naples Municipal Airport,26.1523225,-81.773941382464,29,,America/New_York,APF,US,Naples,Florida,Collier County,AP
9857,APG,KAPG,Phillips Army Air Field,39.5,-76.166664,72,,America/New_York,APG,US,Aberdeen Proving Grounds(Aberdeen),Maryland,Harford County,AP
9858,APH,KAPH,Mary Walker LZ Airport,38.05,-77.35,173,,America/New_York,APH,US,Fort A. P. Hill,Virginia,Caroline County,AP
9859,API,SKAP,Gomez Nino Apiay Air Base,4.06889,-73.051903,580,,America/Bogota,API,CO,Apiay,Meta,,AP
9860,APJ,ZUPL,Ali Pulan Airport,30.3975,81.138611,13944,,Asia/Shanghai,APJ,CN,Burang,Ngari Prefecture,Burang County,AP
9861,APK,NTGD,Apataki Airport,-15.416667,-146.08333,"0",,Pacific/Tahiti,APK,PF,Apataki,,,AP
9862,APL,FQNP,Nampula Airport,-15.101667,39.287224,1338,,Africa/Maputo,APL,MZ,Nampula,Nampula,,AP
9863,APN,KAPN,Alpena County Regional Airport,45.07017615,-83.5665547651746,708,,America/Detroit,APN,US,Alpena,Michigan,Alpena County,AP
9864,APO,SKLC,Antonio RoldÃ¡n Betancur Airport,7.817678,-76.71766,72,,America/Bogota,APO,CO,Carepa,Antioquia,,AP
9865,APP,,Asapa Airport,-8.97966935,148.1030075389151,1876,,Pacific/Port_Moresby,APP,PG,Popondetta,,,AP
9866,APQ,SNAL,Arapiraca Airport,-9.7765662,-36.62984998547607,839,,America/Maceio,APQ,BR,Arapiraca,Alagoas,Arapiraca,AP
9867,APR,AYPE,April River Airport,-8.5,"145.0","0",,Pacific/Port_Moresby,APR,PG,April River,,,AP
9868,APS,SWNS,AnÃ¡polis Airport,-16.333332,-48.966667,3280,,America/Sao_Paulo,APS,BR,AnÃ¡polis,Goias,Anapolis,AP
9869,APT,KAPT,Marion County Airport - Brown Field,35.066666,-85.5,1637,,America/Chicago,APT,US,Jasper,Tennessee,Marion County,AP
9870,APU,SSAP,Captain JoÃ£o Busse Airport,-23.55,-51.483334,2408,,America/Sao_Paulo,APU,BR,Apucarana,,,AP
9871,APV,KAPV,Apple Valley Airport,34.52639,-117.212776,2910,,America/Los_Angeles,APV,US,Apple Valley,California,San Bernardino County,AP
9872,APW,NSFA,Faleolo International Airport,-13.832271,-171.999494,45,,Pacific/Apia,APW,WS,Apia,A'ana,,AP
9873,APX,SSOG,Arapongas Airport,-23.483334,-51.466667,2309,,America/Sao_Paulo,APX,BR,Arapongas,Parana,Apucarana,AP
9874,APY,SNAI,Alto ParnaÃ­ba Airport,-9.133333,-45.933334,941,,America/Fortaleza,APY,BR,Alto ParnaÃ­ba,Maranhao,Alto Parnaiba,AP
9875,APZ,SAHZ,Zapala Airport,-38.916668,-70.083336,3339,,America/Argentina/Salta,APZ,AR,Zapala,Neuquen,Departamento de Zapala,AP
9876,AQA,SBAQ,Araraquara Airport,-21.816668,-48.13333,2322,http://www.daesp.sp.gov.br/aeroporto-estadual-de-araraquara-bartolomeu-de-gusmao/,America/Sao_Paulo,AQA,BR,Araraquara,Sao Paulo,Araraquara,AP
9877,AQB,MGQC,QuichÃ© Airport,15.01,-91.15,6620,,America/Guatemala,AQB,GT,Santa Cruz del Quiche,Quiche,,AP
9878,AQG,ZSAQ,Anqing Tianzhushan Airport / Anqing North Air Base,30.5859116,117.05617994044115,45,,Asia/Shanghai,AQG,CN,Anqing,Anhui Sheng,,AP
9879,AQI,OEPA,Al Qaisumah/Hafr Al Batin Airport,28.3342381,46.1219356,1181,,Asia/Riyadh,AQI,SA,Qaisumah,Eastern Province,,AP
9880,AQJ,OJAQ,Aqaba King Hussein International Airport,29.610142699999997,35.019039998479,154,,Asia/Amman,AQJ,JO,Aqaba,Aqaba,,AP
9881,AQM,SJOG,Ariquemes Airport,-9.933333,-63.066666,334,,America/Porto_Velho,AQM,BR,Ariquemes,Rondonia,Ariquemes,AP
9882,AQP,SPQU,RodrÃ­guez BallÃ³n International Airport,-16.3423105,-71.56895878830176,8346,,America/Lima,AQP,PE,Arequipa,Arequipa,Provincia de Arequipa,AP
9883,AQS,NFBG,Saqani,"-17.0",170.9,32,,Pacific/Fiji,AQS,FJ,,,,AP
9884,AQY,,Girdwood-Alyeska Airport,60.9659745,-149.1234394,118,,America/Anchorage,AQY,US,Girdwood,,,AP
9885,ARA,KARA,Acadiana Regional Airport,30.033018249999998,-91.88190742881199,26,http://www.flyiberiaparish.com/,America/Chicago,ARA,US,New Iberia,Louisiana,Saint Martin Parish,AP
9886,ARB,KARB,Ann Arbor Municipal Airport,42.3,-83.75,905,,America/Detroit,ARB,US,Ann Arbor,Michigan,Washtenaw County,AP
9887,ARC,PARC,Arctic Village Airport,68.1156573,-145.575639,2303,,America/Anchorage,ARC,US,Arctic Village,,,AP
